id,customer_id,dt,amount,currency,status
36952,244,2025-02-04,260.88,USD,completed
46016,756,2025-02-12,273.69,AZN,completed
8991,236,2025-03-30,100.93,AZN,pending
16236,46,2025-03-18,40.62,AZN,completed
24857,144,2025-02-26,55.23,AZN,completed
14259,75,2025-03-22,74.8,AZN,completed
32706,691,2025-02-15,219.18,USD,completed
22187,985,2025-03-22,117.26,EUR,completed
49541,527,2025-01-09,229.04,EUR,completed
33245,277,2025-01-23,179.21,AZN,completed
15012,659,2025-03-30,198.45,USD,completed
15165,915,2025-03-06,66.8,AZN,completed
9028,345,2025-02-08,314.83,EUR,completed
28727,518,2025-03-03,345.06,AZN,completed
37236,777,2025-01-15,98.83,USD,completed
31263,250,2025-03-19,75.52,AZN,completed
19132,42,2025-03-15,142.87,AZN,completed
43661,661,2025-03-26,716.55,EUR,completed
28930,903,2025-03-18,180.03,USD,completed
9807,493,2025-01-14,53.46,USD,completed
43988,494,2025-01-23,95.57,AZN,completed
48815,772,2025-03-19,8.41,USD,completed
3428,729,2025-01-17,153.84,AZN,completed
24782,282,2025-02-03,38.3,AZN,completed
25454,133,2025-01-16,35.1,USD,completed
18065,814,2025-02-21,172.15,AZN,completed
16907,740,2025-03-27,73.49,AZN,completed
30552,385,2025-02-06,183.52,EUR,completed
44432,563,2025-03-25,143.72,EUR,completed
15270,631,2025-01-05,184.62,AZN,completed
17596,995,2025-01-20,241.65,AZN,completed
16350,130,2025-03-25,116.74,AZN,completed
34748,300,2025-01-14,357.35,AZN,completed
42858,690,2025-02-18,227.72,AZN,pending
6016,642,2025-01-10,273.5,EUR,completed
268,866,2025-02-01,225.41,USD,completed
10815,616,2025-03-02,169.17,AZN,completed
42314,612,2025-02-23,157.99,AZN,completed
44545,595,2025-01-22,222.89,AZN,completed
43477,241,2025-03-05,241.74,USD,pending
6181,961,2025-03-18,298.31,AZN,completed
23074,62,2025-02-08,224.79,AZN,completed
10558,588,2025-01-12,349.91,AZN,completed
800,910,2025-01-23,131.38,AZN,completed
35383,646,2025-03-20,871.91,AZN,completed
34673,402,2025-01-12,94.52,EUR,completed
17926,921,2025-03-11,55.97,AZN,completed
42997,54,2025-01-12,193.43,AZN,pending
36956,906,2025-02-20,517.74,AZN,completed
40480,12,2025-01-26,370.37,EUR,completed
16154,784,2025-01-12,163.12,AZN,pending
36639,944,2025-02-24,279.32,USD,pending
6994,457,2025-02-12,223.46,USD,pending
39126,541,2025-03-29,365.25,EUR,completed
24535,981,2025-02-19,62.9,AZN,completed
7608,623,2025-03-27,118.26,AZN,completed
13213,635,2025-02-18,108.83,AZN,completed
40798,937,2025-03-17,382.08,USD,completed
8151,760,2025-03-19,245.47,AZN,completed
2094,69,2025-01-03,579.73,AZN,completed
19740,361,2025-01-31,231.74,AZN,completed
41072,254,2025-03-25,276.38,EUR,completed
47799,885,2025-02-06,334.84,EUR,completed
28249,97,2025-01-04,168.17,AZN,completed
26986,108,2025-01-13,399.51,USD,completed
19417,179,2025-02-28,312.6,AZN,completed
37204,393,2025-01-27,536.7,AZN,completed
20160,538,2025-02-23,77.05,AZN,pending
45878,260,2025-03-09,159.43,AZN,completed
17890,677,2025-03-14,131.55,USD,completed
40729,727,2025-01-12,76.89,AZN,completed
27165,372,2025-03-21,170.81,AZN,pending
43963,914,2025-03-21,375.94,USD,completed
37856,279,2025-02-23,46.69,AZN,completed
51183,,2025-01-28,63.08,AZN,pending
1901,561,2025-01-03,245.3,AZN,completed
33891,724,2025-02-09,279.72,AZN,pending
1997,278,2025-02-12,279.72,EUR,completed
7177,874,2025-02-11,101.5,USD,completed
38728,625,2025-03-09,82.88,AZN,completed
43529,305,2025-02-21,234.07,EUR,completed
17740,922,2025-03-21,294.86,AZN,completed
3056,689,2025-01-04,167.61,AZN,completed
14280,604,2025-03-13,312.43,AZN,completed
6173,923,2025-01-08,76.94,AZN,completed
37448,778,2025-03-16,312.67,AZN,completed
3099,381,2025-02-11,222.62,AZN,completed
15498,96,2025-02-03,109.34,AZN,completed
31662,230,2025-01-27,341.04,AZN,completed
28480,979,2025-02-25,286.22,EUR,completed
38938,776,2025-02-06,291.3,AZN,completed
12449,200,2025-02-03,198.7,AZN,completed
30076,869,2025-03-09,246.85,AZN,completed
11657,839,2025-02-06,18.74,AZN,completed
28300,353,2025-02-25,84.56,AZN,completed
50523,4,2025-03-18,-214.71,AZN,completed
27433,424,2025-02-15,40.84,AZN,completed
28969,932,2025-03-24,225.98,USD,completed
40962,892,2025-03-16,483.05,EUR,failed
38398,871,2025-03-19,608.1,USD,completed
39550,651,2025-01-06,144.42,AZN,completed
43713,747,2025-01-14,615.82,USD,completed
45743,808,2025-02-21,212.45,AZN,pending
7738,844,2025-02-12,177.1,AZN,completed
3561,442,2025-01-15,116.68,EUR,completed
12403,518,2025-03-27,312.64,AZN,completed
4510,837,2025-03-28,217.46,AZN,completed
43697,474,2025-03-16,264.5,USD,completed
4234,867,2025-02-26,486.39,AZN,failed
13711,528,2025-02-05,222.46,AZN,completed
2749,51,2025-03-11,22.64,USD,completed
31261,943,2025-02-07,46.58,EUR,completed
46576,551,2025-01-13,372.3,AZN,completed
48270,474,2025-02-27,399.87,AZN,completed
36732,969,2025-01-31,449.42,EUR,completed
7816,984,2025-03-23,69.48,USD,completed
49540,277,2025-02-24,105.58,AZN,pending
23413,801,2025-02-13,328.81,EUR,completed
35620,162,2025-01-24,205.56,USD,completed
37907,534,2025-02-28,472.43,AZN,completed
14820,60,2025-03-10,94.62,USD,completed
50082,253,2025-02-04,-92.66,USD,completed
29943,568,2025-01-01,159.69,AZN,pending
13674,522,2025-01-02,122.73,EUR,completed
18496,33,2025-01-21,146.63,AZN,failed
16656,389,2025-01-15,25.14,AZN,failed
8957,965,2025-03-31,275.05,AZN,pending
13480,576,2025-01-05,27.82,AZN,pending
13887,470,2025-01-18,63.33,USD,completed
16302,19,2025-03-23,493.66,AZN,completed
29961,910,2025-01-18,263.74,AZN,completed
38315,910,2025-02-06,364.9,AZN,completed
45959,212,2025-02-17,163.43,AZN,pending
14378,602,2025-02-18,269.76,AZN,completed
17226,353,2025-03-21,121.83,EUR,completed
22989,194,2025-01-05,73.13,AZN,pending
24129,613,2025-02-15,496.39,EUR,completed
47974,915,2025-03-21,648.7,AZN,completed
35102,371,2025-02-07,205.63,AZN,completed
8872,696,2025-03-25,348.39,USD,completed
23192,343,2025-02-28,231.5,USD,completed
51035,995,2025-02-16,,USD,failed
45518,74,2025-03-21,164.91,AZN,completed
11626,823,2025-03-06,166.97,AZN,completed
42711,83,2025-01-17,173.64,AZN,pending
32327,381,2025-02-22,139.8,AZN,completed
20529,393,2025-03-06,187.99,USD,completed
46738,284,2025-02-07,136.93,AZN,completed
29257,387,2025-03-03,220.06,USD,completed
7327,740,2025-03-13,278.98,AZN,completed
33754,844,2025-02-18,297.23,AZN,completed
16957,272,2025-01-27,218.53,AZN,completed
9937,806,2025-01-24,86.7,AZN,completed
26077,798,2025-02-13,76.6,AZN,completed
43718,980,2025-02-13,201.26,USD,pending
10407,255,2025-03-07,59.09,EUR,completed
31551,567,2025-02-27,175.61,AZN,pending
30272,410,2025-01-25,271.0,AZN,completed
36837,70,2025-03-18,242.65,AZN,completed
23079,790,2025-01-23,190.82,USD,completed
24687,9,2025-02-08,99.83,USD,completed
8912,239,2025-01-20,263.54,AZN,completed
43871,73,2025-01-31,335.85,AZN,pending
34353,989,2025-03-15,95.96,AZN,completed
49203,459,2025-03-11,159.92,AZN,pending
15113,843,2025-03-29,61.25,AZN,completed
14591,611,2025-02-23,167.79,AZN,completed
6702,248,2025-02-21,300.7,AZN,completed
10923,552,2025-02-19,239.5,AZN,completed
31074,193,2025-02-06,78.43,EUR,completed
50843,598,2025-01-24,,AZN,completed
29394,856,2025-03-01,160.45,AZN,completed
34183,24,2025-03-25,152.81,AZN,completed
42350,732,2025-02-01,116.75,AZN,pending
9652,103,2025-01-20,127.06,AZN,completed
7478,365,2025-03-02,152.34,AZN,completed
49341,248,2025-01-28,152.48,USD,pending
8875,666,2025-03-03,224.01,USD,completed
28836,297,2025-01-17,664.1,AZN,completed
27125,60,2025-01-23,115.52,AZN,completed
42255,897,2025-01-19,283.27,AZN,completed
5240,581,2025-03-17,178.93,EUR,completed
34848,270,2025-01-21,418.98,USD,completed
17312,346,2025-01-08,69.71,AZN,completed
39318,793,2025-01-04,395.61,EUR,completed
37441,94,2025-01-31,443.14,AZN,completed
31404,528,2025-03-18,409.7,EUR,completed
7760,451,2025-02-14,163.32,AZN,completed
13758,159,2025-03-04,81.15,AZN,completed
24725,849,2025-02-04,92.79,AZN,completed
21336,29,2025-02-05,213.24,EUR,completed
31454,792,2025-03-14,625.28,USD,completed
17032,623,2025-01-27,182.03,EUR,pending
11581,514,2025-03-13,427.46,AZN,completed
36188,473,2025-03-26,318.96,AZN,completed
7063,207,2025-02-17,351.34,EUR,completed
41917,412,2025-02-13,239.65,EUR,completed
8708,90,2025-01-13,19.52,AZN,completed
29095,552,2025-01-21,151.4,EUR,completed
48425,722,2025-03-27,188.07,AZN,completed
28335,882,2025-01-14,90.38,AZN,completed
38726,487,2025-03-28,62.8,AZN,completed
2894,841,2025-02-09,275.53,AZN,completed
35688,183,2025-02-25,53.93,AZN,failed
24490,970,2025-03-05,106.8,AZN,completed
28111,624,2025-02-07,312.35,USD,completed
43175,713,2025-01-14,375.48,EUR,completed
29144,570,2025-01-13,449.95,AZN,pending
37488,701,2025-02-18,103.49,AZN,failed
39566,392,2025-01-23,368.47,USD,completed
18441,137,2025-01-09,284.97,AZN,completed
32121,701,2025-01-05,263.18,AZN,completed
24006,762,2025-01-24,43.04,AZN,completed
50760,250,2025-03-31,,USD,completed
25707,294,2025-03-18,68.89,EUR,pending
18170,827,2025-03-01,74.98,EUR,completed
708,417,2025-01-26,68.62,USD,failed
47785,703,2025-01-05,179.68,EUR,completed
11493,183,2025-01-05,588.62,AZN,completed
50732,538,2025-01-27,,AZN,completed
31415,449,2025-03-30,290.63,USD,completed
31862,623,2025-02-06,118.56,AZN,completed
28504,950,2025-01-11,259.03,EUR,completed
31710,590,2025-02-23,37.3,AZN,completed
2549,452,2025-01-05,67.89,AZN,completed
15173,149,2025-02-12,469.94,AZN,completed
33399,709,2025-02-15,26.34,AZN,pending
3773,938,2025-01-10,173.67,AZN,completed
4975,479,2025-02-09,336.71,EUR,completed
5848,88,2025-02-23,224.84,AZN,completed
47865,540,2025-02-27,153.13,AZN,completed
23792,555,2025-03-02,398.25,USD,completed
19471,198,2025-01-01,61.53,EUR,completed
7713,980,2025-02-28,222.52,AZN,completed
28992,681,2025-03-30,428.18,USD,pending
23151,616,2025-02-11,238.48,USD,completed
14143,970,2025-01-31,517.41,AZN,completed
22538,457,2025-02-05,168.15,AZN,completed
34345,446,2025-02-26,70.53,AZN,completed
4069,326,2025-02-22,287.61,AZN,completed
49412,304,2025-02-10,449.37,AZN,completed
11146,329,2025-01-22,365.29,AZN,completed
40383,739,2025-03-02,100.82,AZN,completed
48745,379,2025-02-20,162.45,EUR,completed
23346,621,2025-02-28,291.49,AZN,completed
18196,458,2025-03-22,144.65,EUR,failed
36925,694,2025-02-16,173.23,AZN,completed
6448,601,2025-03-30,281.21,AZN,completed
7525,200,2025-02-25,21.7,AZN,completed
40752,69,2025-01-17,237.49,EUR,completed
22416,92,2025-03-19,903.28,EUR,completed
2886,16,2025-03-07,456.06,USD,failed
45449,565,2025-03-07,153.27,EUR,completed
14302,638,2025-02-08,13.21,AZN,pending
9945,570,2025-03-04,29.72,AZN,completed
25918,384,2025-02-28,564.68,AZN,completed
5675,404,2025-03-09,107.1,AZN,completed
32676,931,2025-01-15,481.13,AZN,completed
37191,924,2025-02-24,159.57,AZN,completed
31387,563,2025-03-19,314.75,AZN,pending
19603,764,2025-02-17,138.72,AZN,failed
49777,924,2025-01-29,524.53,USD,pending
44070,145,2025-03-11,332.86,EUR,completed
418,431,2025-01-13,363.59,EUR,completed
48078,830,2025-03-06,107.59,AZN,completed
3683,27,2025-01-09,123.34,EUR,completed
32927,560,2025-02-28,477.43,USD,completed
10711,385,2025-03-05,125.37,USD,pending
45309,682,2025-01-16,558.77,EUR,failed
31861,270,2025-02-15,96.78,USD,pending
29359,267,2025-01-15,169.17,AZN,completed
25074,71,2025-03-08,40.05,USD,completed
47802,59,2025-01-10,315.88,AZN,completed
40909,276,2025-01-02,26.37,USD,completed
6565,868,2025-02-16,306.06,AZN,completed
607,922,2025-02-05,109.35,EUR,completed
39049,842,2025-01-19,399.43,AZN,completed
50819,523,2025-01-03,,EUR,failed
30779,248,2025-01-21,285.04,EUR,completed
685,813,2025-02-02,81.99,AZN,completed
676,204,2025-03-01,204.85,EUR,pending
8850,643,2025-02-24,349.76,EUR,pending
42871,531,2025-01-03,224.86,AZN,completed
13944,618,2025-01-18,246.32,AZN,completed
46210,528,2025-03-02,202.46,AZN,pending
18393,816,2025-02-01,15.49,AZN,completed
46904,641,2025-03-10,158.05,AZN,completed
49956,733,2025-02-07,270.0,AZN,completed
22290,652,2025-02-26,250.55,EUR,completed
564,900,2025-03-26,163.45,EUR,pending
4422,275,2025-03-30,130.49,EUR,completed
14442,698,2025-02-16,491.97,AZN,completed
21385,232,2025-01-06,187.47,EUR,completed
1462,870,2025-02-08,243.22,AZN,failed
12239,571,2025-02-28,372.2,AZN,completed
45773,763,2025-01-30,81.39,AZN,completed
19066,669,2025-01-28,257.9,AZN,completed
48755,355,2025-01-17,33.36,AZN,completed
25423,45,2025-01-04,127.54,AZN,completed
17395,58,2025-02-04,311.54,AZN,completed
20257,889,2025-01-31,217.33,AZN,completed
25251,887,2025-03-23,524.35,EUR,completed
28686,907,2025-01-14,139.88,AZN,completed
21147,767,2025-03-06,158.71,AZN,failed
3395,739,2025-01-04,280.42,EUR,completed
28457,748,2025-02-16,232.98,AZN,completed
22699,99,2025-02-23,127.36,AZN,completed
21614,336,2025-01-11,25.23,EUR,completed
11270,576,2025-02-12,299.46,USD,completed
22673,18,2025-02-15,177.64,AZN,pending
10453,925,2025-02-22,105.13,AZN,completed
18210,541,2025-01-31,128.51,AZN,completed
28015,782,2025-02-06,178.36,AZN,completed
45210,340,2025-02-19,161.79,AZN,completed
23055,582,2025-02-18,199.95,AZN,pending
3157,339,2025-03-09,135.42,AZN,completed
32090,992,2025-03-28,147.6,AZN,completed
12296,532,2025-03-27,287.23,AZN,completed
25487,955,2025-03-22,548.94,AZN,completed
4907,342,2025-02-06,140.24,AZN,completed
16465,317,2025-02-07,278.42,AZN,pending
21349,212,2025-03-09,563.81,USD,completed
36981,192,2025-01-04,56.72,USD,completed
32204,463,2025-02-09,90.14,AZN,completed
36706,996,2025-02-01,280.79,USD,completed
21108,172,2025-03-25,521.38,AZN,completed
35113,695,2025-02-08,104.44,AZN,completed
1409,935,2025-01-10,611.03,AZN,completed
13659,44,2025-03-19,274.75,USD,completed
51269,,2025-01-03,182.96,AZN,completed
34984,523,2025-02-12,121.83,AZN,completed
7272,209,2025-03-16,78.55,EUR,pending
33898,793,2025-01-26,221.09,AZN,completed
19762,92,2025-01-12,146.61,AZN,completed
35794,408,2025-01-02,405.72,AZN,failed
26019,270,2025-03-24,476.66,EUR,completed
23939,197,2025-03-31,303.7,AZN,pending
49987,18,2025-03-14,123.25,AZN,pending
45450,871,2025-03-29,530.43,USD,completed
3468,749,2025-01-19,112.93,EUR,completed
47869,689,2025-03-30,216.64,AZN,pending
128,501,2025-02-06,164.25,AZN,completed
3982,616,2025-01-27,132.19,AZN,pending
18637,910,2025-02-23,187.57,USD,completed
16270,586,2025-01-21,218.64,USD,completed
16072,841,2025-02-16,68.25,AZN,completed
42143,565,2025-03-19,193.0,AZN,completed
16242,923,2025-03-22,360.62,EUR,pending
20473,29,2025-03-26,550.57,AZN,completed
33108,879,2025-02-28,16.99,EUR,completed
15282,327,2025-02-07,210.49,AZN,completed
45256,227,2025-03-20,543.1,AZN,pending
25698,621,2025-02-14,470.38,EUR,pending
45843,186,2025-03-12,616.09,EUR,completed
34081,315,2025-03-29,212.55,USD,completed
47447,938,2025-02-19,682.46,AZN,completed
18405,645,2025-02-17,310.71,USD,completed
30766,975,2025-03-09,60.57,AZN,completed
17829,198,2025-01-31,351.8,USD,completed
30517,322,2025-02-27,339.23,AZN,pending
29884,798,2025-01-09,66.47,AZN,completed
45652,200,2025-03-26,287.07,AZN,completed
13277,521,2025-01-10,104.37,AZN,completed
15096,178,2025-03-04,309.87,AZN,completed
42589,926,2025-01-17,67.64,AZN,completed
41758,587,2025-02-08,200.68,AZN,completed
24266,925,2025-03-13,142.23,AZN,completed
26702,651,2025-02-23,356.09,AZN,completed
46708,179,2025-03-20,119.13,AZN,completed
42767,392,2025-03-09,459.91,EUR,completed
10225,118,2025-03-12,13.77,AZN,completed
48371,235,2025-02-16,239.72,AZN,completed
40892,60,2025-03-15,85.09,AZN,completed
41804,639,2025-02-12,225.98,USD,completed
44180,933,2025-03-12,101.22,AZN,failed
16637,292,2025-02-16,370.36,AZN,completed
25500,679,2025-01-19,68.35,AZN,completed
40332,222,2025-01-16,325.71,AZN,completed
30943,363,2025-02-06,134.38,EUR,completed
39280,262,2025-03-03,208.05,USD,pending
49236,952,2025-03-31,298.26,AZN,completed
17224,230,2025-01-13,454.47,AZN,pending
45128,735,2025-01-03,330.44,USD,completed
3062,675,2025-03-04,714.44,AZN,completed
40761,32,2025-02-28,295.88,USD,failed
23683,297,2025-01-29,50.13,USD,completed
21689,851,2025-02-05,312.25,AZN,completed
45108,632,2025-02-27,87.69,AZN,completed
34624,693,2025-01-05,599.07,AZN,pending
19526,865,2025-03-25,81.77,USD,completed
32144,19,2025-02-16,313.61,USD,completed
17072,829,2025-02-04,328.86,USD,completed
25278,669,2025-03-30,146.0,AZN,completed
32324,180,2025-02-17,581.69,AZN,completed
48751,62,2025-01-24,303.98,AZN,completed
40497,743,2025-02-28,682.85,USD,completed
16593,687,2025-03-04,146.46,AZN,completed
42235,225,2025-02-15,445.05,AZN,completed
41451,838,2025-02-12,538.85,AZN,completed
9561,111,2025-02-08,105.07,AZN,completed
14585,170,2025-02-09,80.18,AZN,completed
14725,215,2025-01-26,393.83,USD,completed
44186,266,2025-02-26,180.11,AZN,failed
49728,232,2025-01-27,551.2,AZN,completed
25156,742,2025-01-27,25.45,USD,pending
35328,822,2025-03-19,334.25,AZN,completed
27725,157,2025-02-25,250.05,EUR,completed
17279,839,2025-01-28,204.1,EUR,failed
13807,101,2025-01-11,198.41,USD,pending
7989,155,2025-02-11,105.2,USD,completed
313,94,2025-02-20,39.6,USD,completed
22562,717,2025-01-12,744.91,AZN,completed
14582,644,2025-02-18,522.38,AZN,completed
31791,876,2025-03-31,348.19,AZN,completed
24079,52,2025-03-15,89.59,EUR,completed
4537,805,2025-02-01,206.43,AZN,completed
12641,36,2025-01-28,152.71,AZN,completed
15532,734,2025-03-17,235.87,AZN,completed
46476,491,2025-01-14,237.57,AZN,completed
13639,648,2025-01-08,193.36,AZN,completed
21717,913,2025-02-04,200.72,AZN,completed
8456,79,2025-01-11,141.68,AZN,completed
6974,42,2025-01-16,382.1,AZN,failed
14097,93,2025-01-02,141.48,AZN,completed
39127,823,2025-01-12,73.65,EUR,failed
34990,517,2025-01-08,282.92,AZN,completed
40482,532,2025-01-29,237.15,AZN,pending
2873,356,2025-02-08,459.45,AZN,completed
43537,120,2025-03-09,564.65,USD,completed
26043,588,2025-01-30,334.97,EUR,completed
45244,642,2025-02-13,34.5,AZN,completed
30536,789,2025-02-15,399.6,AZN,completed
30085,779,2025-03-15,85.11,AZN,pending
48340,171,2025-02-19,634.63,AZN,completed
6757,226,2025-01-01,187.33,EUR,completed
4356,146,2025-02-15,447.99,EUR,completed
28386,90,2025-02-01,37.0,AZN,completed
37600,925,2025-01-31,192.97,AZN,completed
37190,732,2025-02-21,61.35,EUR,failed
24445,468,2025-01-06,119.71,AZN,failed
25256,265,2025-01-02,40.71,AZN,completed
47541,242,2025-02-11,285.74,EUR,completed
10057,631,2025-03-17,324.14,AZN,completed
21943,760,2025-01-10,213.95,AZN,completed
50120,417,2025-02-27,-414.04,EUR,pending
25764,77,2025-03-11,235.53,AZN,completed
26237,635,2025-02-15,154.49,USD,completed
509,631,2025-01-08,218.07,AZN,completed
26973,970,2025-03-02,250.59,AZN,completed
27153,995,2025-03-24,185.91,AZN,completed
2048,558,2025-03-14,211.62,AZN,completed
12591,405,2025-01-02,28.82,AZN,completed
30365,552,2025-03-13,129.49,USD,completed
16474,677,2025-03-04,504.49,AZN,completed
38707,373,2025-01-05,230.49,EUR,completed
8794,118,2025-01-25,849.69,AZN,completed
16527,403,2025-01-21,432.04,EUR,completed
45416,491,2025-01-26,89.39,AZN,completed
37527,980,2025-01-25,305.68,EUR,completed
5901,709,2025-03-25,629.46,EUR,failed
44466,476,2025-01-14,461.13,USD,completed
7930,404,2025-01-11,114.89,AZN,completed
38602,299,2025-03-13,206.09,USD,completed
51093,151,2025-02-02,,AZN,pending
2122,291,2025-01-25,500.6,AZN,completed
32003,1,2025-03-08,198.86,AZN,pending
23541,450,2025-02-07,103.78,AZN,completed
30452,175,2025-01-16,111.48,AZN,pending
35269,194,2025-03-01,118.72,USD,pending
41513,141,2025-03-19,59.28,AZN,completed
39146,435,2025-01-06,52.57,USD,completed
32834,354,2025-03-03,567.28,AZN,completed
45255,15,2025-03-22,128.71,AZN,completed
43418,733,2025-03-31,53.21,AZN,completed
19293,38,2025-01-21,371.96,AZN,completed
16115,601,2025-02-22,42.73,AZN,completed
11140,799,2025-02-09,203.82,AZN,failed
18100,515,2025-02-03,237.42,EUR,completed
19022,698,2025-03-03,205.56,AZN,completed
37991,942,2025-02-22,52.4,USD,completed
21795,887,2025-01-27,403.89,AZN,completed
31315,844,2025-01-26,111.03,AZN,completed
40321,547,2025-03-27,700.59,AZN,completed
40100,6,2025-01-23,38.25,AZN,completed
13292,960,2025-01-13,231.6,EUR,pending
31058,873,2025-01-31,175.94,USD,completed
16103,98,2025-01-22,363.66,AZN,pending
46028,944,2025-03-03,92.7,AZN,completed
42243,205,2025-03-12,509.48,USD,completed
8322,995,2025-01-18,82.17,EUR,pending
36948,725,2025-02-16,606.05,AZN,pending
12949,597,2025-01-24,148.1,AZN,completed
40807,775,2025-03-11,106.52,AZN,completed
13712,726,2025-02-20,436.02,EUR,pending
17770,213,2025-01-26,189.34,AZN,completed
27043,307,2025-02-27,132.01,AZN,completed
22067,151,2025-02-02,350.15,AZN,completed
40597,677,2025-01-17,130.6,AZN,completed
38860,961,2025-01-18,78.4,AZN,completed
27634,168,2025-03-03,172.45,USD,failed
9677,876,2025-03-21,165.11,USD,completed
4576,885,2025-02-08,271.95,AZN,completed
17673,535,2025-01-30,89.72,AZN,completed
367,691,2025-02-11,590.3,AZN,completed
50991,515,2025-01-29,,USD,completed
51144,,2025-02-22,463.59,USD,completed
50006,921,2025-03-12,-245.01,USD,pending
17892,368,2025-02-11,120.8,AZN,completed
10319,187,2025-01-17,87.9,AZN,completed
27057,685,2025-01-15,146.37,USD,completed
26768,900,2025-01-06,311.65,EUR,completed
19071,264,2025-03-08,98.63,AZN,pending
41987,95,2025-01-25,264.3,AZN,pending
9440,60,2025-01-26,256.36,AZN,completed
42190,952,2025-03-11,276.58,AZN,completed
44936,33,2025-03-04,240.12,USD,completed
12520,28,2025-02-06,220.62,USD,pending
24451,818,2025-03-25,145.49,EUR,completed
22900,485,2025-01-01,377.47,AZN,pending
22470,361,2025-02-20,56.8,AZN,completed
12557,627,2025-01-06,217.41,EUR,pending
8252,783,2025-01-18,325.48,EUR,completed
47169,494,2025-01-21,83.49,AZN,pending
24228,77,2025-01-07,105.88,AZN,completed
12013,827,2025-02-28,379.31,AZN,completed
39324,778,2025-03-14,61.38,AZN,completed
14500,657,2025-03-01,233.32,USD,completed
40424,127,2025-03-30,215.52,AZN,completed
13449,864,2025-02-22,385.68,EUR,completed
8278,586,2025-03-24,379.61,EUR,completed
38906,874,2025-03-21,96.0,AZN,completed
20159,849,2025-02-09,298.2,AZN,completed
50802,273,2025-02-13,,AZN,pending
49087,497,2025-03-11,232.21,USD,completed
6370,807,2025-03-24,283.94,AZN,completed
23484,481,2025-03-11,60.19,EUR,completed
38725,566,2025-01-18,176.2,USD,completed
18231,786,2025-01-28,50.77,AZN,completed
9144,1000,2025-03-22,110.07,AZN,completed
7712,397,2025-01-24,37.51,AZN,completed
47392,916,2025-02-05,186.67,EUR,completed
31528,544,2025-03-16,126.37,AZN,completed
13964,534,2025-02-17,45.18,AZN,completed
20274,1,2025-01-29,328.09,USD,completed
46759,538,2025-01-31,396.23,AZN,completed
39860,937,2025-03-07,150.07,EUR,completed
43389,887,2025-01-02,73.27,AZN,completed
23858,962,2025-01-31,199.62,AZN,completed
36897,476,2025-03-23,237.92,EUR,completed
588,77,2025-02-09,244.51,AZN,completed
21980,323,2025-03-11,143.83,AZN,completed
18249,723,2025-01-03,409.25,USD,failed
43114,249,2025-01-24,159.21,USD,completed
1646,616,2025-03-09,60.18,AZN,completed
21849,846,2025-03-13,119.15,AZN,completed
20230,503,2025-02-16,520.73,AZN,pending
17648,846,2025-01-25,556.92,USD,completed
46885,24,2025-01-27,41.98,EUR,pending
8626,515,2025-01-29,101.93,AZN,completed
36157,324,2025-03-16,5.93,USD,completed
41580,83,2025-02-20,56.42,AZN,completed
43517,649,2025-03-13,97.47,USD,completed
34092,948,2025-02-12,489.72,AZN,completed
30200,90,2025-03-18,156.97,EUR,completed
30819,497,2025-01-31,494.04,AZN,completed
11740,314,2025-02-13,180.3,AZN,completed
21570,209,2025-03-20,490.26,EUR,failed
44219,90,2025-02-11,120.25,AZN,completed
18377,328,2025-03-20,62.99,AZN,pending
39515,444,2025-01-25,136.65,AZN,completed
18366,844,2025-01-20,77.96,AZN,completed
6728,118,2025-02-26,339.24,EUR,completed
35920,61,2025-02-15,498.56,USD,completed
49709,639,2025-02-24,797.9,AZN,pending
9954,583,2025-02-19,328.49,USD,completed
26956,642,2025-03-04,221.63,AZN,completed
24970,92,2025-03-17,195.21,USD,completed
42293,488,2025-02-07,267.97,USD,completed
22962,593,2025-03-11,51.85,AZN,completed
40775,74,2025-01-20,102.37,AZN,pending
31685,70,2025-03-29,312.82,AZN,completed
38566,68,2025-01-20,113.55,AZN,completed
39034,453,2025-02-24,111.23,AZN,completed
138,961,2025-03-31,48.68,USD,completed
32806,339,2025-03-09,430.88,AZN,completed
10627,274,2025-03-31,249.22,USD,completed
45927,651,2025-03-10,428.0,USD,completed
13397,146,2025-02-04,152.44,USD,completed
45581,485,2025-01-25,262.81,AZN,completed
22112,513,2025-02-04,303.37,EUR,completed
34981,815,2025-02-20,88.94,EUR,completed
11507,972,2025-02-20,159.35,EUR,completed
30588,493,2025-02-16,33.01,AZN,completed
47651,964,2025-02-25,98.83,AZN,completed
41312,630,2025-03-04,103.41,AZN,completed
14181,492,2025-03-24,185.44,AZN,completed
32468,613,2025-02-20,534.58,AZN,completed
46521,913,2025-03-13,402.57,AZN,completed
28790,854,2025-01-06,156.3,AZN,failed
3174,707,2025-01-26,1583.17,AZN,pending
43272,44,2025-03-28,453.91,AZN,completed
49523,560,2025-02-07,53.48,USD,pending
17333,313,2025-02-05,249.42,AZN,completed
42650,404,2025-01-16,138.78,AZN,pending
33016,969,2025-01-17,214.79,AZN,completed
44157,507,2025-03-04,48.84,USD,completed
38866,157,2025-01-06,218.62,EUR,completed
29421,559,2025-03-17,58.39,EUR,completed
33517,182,2025-03-11,393.1,AZN,completed
16928,70,2025-02-02,204.9,AZN,completed
4186,60,2025-02-28,124.26,AZN,failed
26307,156,2025-01-24,86.97,AZN,completed
27592,472,2025-01-15,197.15,AZN,completed
27802,179,2025-02-07,200.0,AZN,completed
